"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"sto-1.3",2.85304370068221e-27,-1.23068306888799,0.279,0.458,5.30380823956823e-23,"7","sto-1"
"hsp-16.11",1.25929147329625e-26,-1.78425899122919,0.246,0.41,2.34102284885772e-22,"7","hsp-16.11"
"F53E2.2.1",2.5150111273301e-26,-1.04034737784212,0.233,0.416,4.67540568570666e-22,"7","F53E2.2"
"trap-2.3",3.33863188846327e-26,-1.00300788711612,0.303,0.489,6.20651668065322e-22,"7","trap-2"
"F56A8.3.3",1.48890215189003e-25,-1.19837715961795,0.198,0.372,2.76786910036357e-21,"7","F56A8.3"
"hsp-16.2.1",3.46718747917523e-25,-2.67742882946036,0.251,0.403,6.44550152378674e-21,"7","hsp-16.2"
"trap-1.3",2.78273292605461e-24,-1.07077131978137,0.253,0.429,5.17310050953552e-20,"7","trap-1"
"hil-2.4",3.24684223413803e-23,-1.19745161655381,0.569,0.704,6.0358797132626e-19,"7","hil-2"
"madd-3",1.91841901907865e-22,1.47861442563012,0.282,0.166,3.56634095646721e-18,"7","madd-3"
"F13E9.11.5",2.2209925913902e-22,-1.72403323057581,0.207,0.357,4.12882522739439e-18,"7","F13E9.11"
"pat-6",3.76436027847801e-22,1.06577523077989,0.331,0.2,6.99794575769063e-18,"7","pat-6"
"ribo-1.1",3.831550268475e-22,-1.01721905492971,0.227,0.39,7.12285194909503e-18,"7","ribo-1"
"ZC247.1",5.21009808493163e-22,1.07857050989439,0.276,0.157,9.6855723398879e-18,"7","ZC247.1"
"mab-20.2",1.38496301989796e-21,-1.0537193015602,0.258,0.417,2.57464625399031e-17,"7","mab-20"
"C08F1.10.4",1.65287267319156e-21,-1.24292150876066,0.259,0.406,3.07269029946311e-17,"7","C08F1.10"
"igcm-3.4",2.28630999742031e-21,-1.17669435616744,0.248,0.401,4.25025028520435e-17,"7","igcm-3"
"cdh-4.1",3.25502760516101e-21,-1.03918368460192,0.263,0.418,6.05109631799431e-17,"7","cdh-4"
"hmr-1.1",3.4987926464936e-21,-1.10107517662014,0.245,0.402,6.5042555298316e-17,"7","hmr-1"
"T04D3.5.2",7.30785287066806e-21,-1.12581898110189,0.18,0.333,1.35852984865719e-16,"7","T04D3.5"
"serp-1.1.1",7.70870153551103e-21,-1.02389752806134,0.159,0.312,1.4330476154515e-16,"7","serp-1.1"
"stt-3.1",1.25542185283432e-20,-1.0673715985058,0.185,0.337,2.333829224419e-16,"7","stt-3"
"lact-4",1.88984450063337e-20,1.28175072923821,0.309,0.193,3.51322092667744e-16,"7","lact-4"
"his-64.4",2.36184908932465e-20,-1.14192368934121,0.324,0.471,4.39067745705453e-16,"7","his-64"
"snr-3.4",3.5528800345319e-20,-1.03105745318707,0.211,0.362,6.60480398419481e-16,"7","snr-3"
"spcs-1",4.35892919522052e-20,-1.06580096951341,0.171,0.318,8.10324937391495e-16,"7","spcs-1"
"F53B3.5.3",9.12078866943592e-19,-1.62749372870303,0.209,0.339,1.69555461364814e-14,"7","F53B3.5"
"nbet-1",3.66057845896825e-18,-1.05057620214693,0.129,0.262,6.80501535522198e-14,"7","nbet-1"
"zoo-1",4.49077879481754e-18,1.22344052189943,0.267,0.162,8.34835777956581e-14,"7","zoo-1"
